,author_id,conversation_id,tweet_created_at,edit_history_tweet_ids,id,in_reply_to_user_id,lang,reply_settings,source,text,geo,retweeted,replied_to,quoted,like_count,quote_count,reply_count,retweet_count,Place,Organization,Person,Other,Probability,user_mentioned,index,user_created_at,description,name,username,location,followers_count,following_count,listed_count,tweet_count,description.mentions,hashtags
0,1229060372105134080,1324865785513332738,2020-11-07T00:09:58.000Z,['1324866646834606081'],1324866646834606081,1236085967666192385,en,everyone,Twitter Web App,"@JavoeGator @JonahLandergan The voting machines related to the 6,000 confirmed incorrect ballots in MI are made by Dominion.

Biden is up by 40K votes in AZ

Biden is up by 60K votes in Maricopa County

Biden's entire AZ lead and more is in Maricopa

Maricopa is the ONLY county in AZ that uses Dominion.",,1324866614014210050,,,0,0,1,0,AZ,,,,0.882,1092525317506375680,0,2020-02-16T15:10:10.000Z,,Mr. Gekko,sicilianslice12,,90,477,1,6549,,
1,1229060372105134080,1324865385448042496,2020-11-07T00:09:32.000Z,['1324866538059558913'],1324866538059558913,1270762579774902272,en,everyone,Twitter Web App,"@hannahyusuck @saintherons The voting machines related to the 6,000 confirmed incorrect ballots in MI are made by Dominion.

Biden is up by 40K votes in AZ

Biden is up by 60K votes in Maricopa County

Biden's entire AZ lead and more is in Maricopa

Maricopa is the ONLY county in AZ that uses Dominion.",,1324866484536012800,,,0,0,0,94,Maricopa,,,,0.889,240760644,0,2020-02-16T15:10:10.000Z,,Mr. Gekko,sicilianslice12,,90,477,1,6549,,
2,1229060372105134080,1324903877360152578,2020-11-07T15:08:06.000Z,['1325092671032004609'],1325092671032004609,64820964,en,everyone,Twitter for iPhone,"@mpinthedesert @PlagerAlan @gatewaypundit @RecorderFontes The voting machines related to the 6,000 confirmed incorrect ballots in MI are made by Dominion.

Biden is up by 40K votes in AZ

Biden is up by 60K votes in Maricopa County

Biden's entire AZ lead and more is in Maricopa

Maricopa is the ONLY county in AZ that uses Dominion.",,1324866484536012800,,,0,0,0,94,Maricopa,,,,0.889,240760644,0,2020-02-16T15:10:10.000Z,,Mr. Gekko,sicilianslice12,,90,477,1,6549,,
3,1229060372105134080,1324478995782651905,2020-11-07T15:54:13.000Z,['1325104276859990017'],1325104276859990017,3223426134,en,everyone,Twitter Web App,"@SethAbramson The voting machines related to the 6,000 confirmed incorrect ballots in MI are made by Dominion.

Biden is up by 40K votes in AZ

Biden is up by 60K votes in Maricopa County

Biden's entire AZ lead and more is in Maricopa

Maricopa is the ONLY county in AZ that uses Dominion.",,1324866484536012800,,,0,0,0,94,Maricopa,,,,0.889,240760644,0,2020-02-16T15:10:10.000Z,,Mr. Gekko,sicilianslice12,,90,477,1,6549,,
4,1229060372105134080,1324866302100508676,2020-11-07T00:08:55.000Z,['1324866382966775810'],1324866382966775810,1661961012,en,everyone,Twitter Web App,"@FoxFyrePhotos The voting machines related to the 6,000 confirmed incorrect ballots in MI are made by Dominion.

Biden is up by 40K votes in AZ

Biden is up by 60K votes in Maricopa County

Biden's entire AZ lead and more is in Maricopa

Maricopa is the ONLY county in AZ that uses Dominion.",,1324866302100508676,,,0,0,0,94,Maricopa,,,,0.889,240760644,0,2020-02-16T15:10:10.000Z,,Mr. Gekko,sicilianslice12,,90,477,1,6549,,
5,1229060372105134080,1325092222363054081,2020-11-07T15:07:23.000Z,['1325092489234161666'],1325092489234161666,41630474,en,everyone,Twitter for iPhone,"@hosesway The voting machines related to the 6,000 confirmed incorrect ballots in MI are made by Dominion.

Biden is up by 40K votes in AZ

Biden is up by 60K votes in Maricopa County

Biden's entire AZ lead and more is in Maricopa

Maricopa is the ONLY county in AZ that uses Dominion.",,1324866302100508676,,,0,0,0,94,Maricopa,,,,0.889,240760644,0,2020-02-16T15:10:10.000Z,,Mr. Gekko,sicilianslice12,,90,477,1,6549,,
6,1229060372105134080,1324865813325680641,2020-11-07T00:08:40.000Z,['1324866319896940544'],1324866319896940544,1314213370434744326,en,everyone,Twitter Web App,"@bertzbeess The voting machines related to the 6,000 confirmed incorrect ballots in MI are made by Dominion.

Biden is up by 40K votes in AZ

Biden is up by 60K votes in Maricopa County

Biden's entire AZ lead and more is in Maricopa

Maricopa is the ONLY county in AZ that uses Dominion.",,1324865813325680641,,,0,0,0,94,Maricopa,,,,0.889,240760644,0,2020-02-16T15:10:10.000Z,,Mr. Gekko,sicilianslice12,,90,477,1,6549,,
7,1229060372105134080,1324835859812798465,2020-11-07T00:08:27.000Z,['1324866264913899522'],1324866264913899522,20939466,en,everyone,Twitter Web App,"@rajesh06 @NateSilver538 The voting machines related to the 6,000 confirmed incorrect ballots in MI are made by Dominion.

Biden is up by 40K votes in AZ

Biden is up by 60K votes in Maricopa County

Biden's entire AZ lead and more is in Maricopa

Maricopa is the ONLY county in AZ that uses Dominion.",,1324866011049435137,,,0,0,0,94,Maricopa,,,,0.889,240760644,0,2020-02-16T15:10:10.000Z,,Mr. Gekko,sicilianslice12,,90,477,1,6549,,
8,1229060372105134080,1324914269071286273,2020-11-07T03:23:46.000Z,['1324915418859855872'],1324915418859855872,3065867565,en,everyone,Twitter Web App,"@RealBrianWatt The voting machines related to the 6,000 confirmed incorrect ballots in MI are made by Dominion.

Biden is up by 40K votes in AZ

Biden is up by 60K votes in Maricopa County

Biden's entire AZ lead and more is in Maricopa

Maricopa is the ONLY county in AZ that uses Dominion.",,1324866011049435137,,,0,0,0,94,Maricopa,,,,0.889,240760644,0,2020-02-16T15:10:10.000Z,,Mr. Gekko,sicilianslice12,,90,477,1,6549,,
9,1229060372105134080,1324954184840515584,2020-11-07T05:58:12.000Z,['1324954283708731392'],1324954283708731392,3223426134,en,everyone,Twitter Web App,"@SethAbramson The voting machines related to the 6,000 confirmed incorrect ballots in MI are made by Dominion.

Biden is up by 40K votes in AZ

Biden is up by 60K votes in Maricopa County

Biden's entire AZ lead and more is in Maricopa

Maricopa is the ONLY county in AZ that uses Dominion.",,1324866011049435137,,,0,0,0,94,Maricopa,,,,0.889,240760644,0,2020-02-16T15:10:10.000Z,,Mr. Gekko,sicilianslice12,,90,477,1,6549,,
10,1229060372105134080,1324866106327183360,2020-11-07T00:08:15.000Z,['1324866215043506177'],1324866215043506177,46451330,en,everyone,Twitter Web App,"@theericstone The voting machines related to the 6,000 confirmed incorrect ballots in MI are made by Dominion.

Biden is up by 40K votes in AZ

Biden is up by 60K votes in Maricopa County

Biden's entire AZ lead and more is in Maricopa

Maricopa is the ONLY county in AZ that uses Dominion.",,1324866106327183360,,,0,0,0,94,Maricopa,,,,0.889,240760644,0,2020-02-16T15:10:10.000Z,,Mr. Gekko,sicilianslice12,,90,477,1,6549,,
11,1229060372105134080,1324865333665140738,2020-11-07T00:05:45.000Z,['1324865586946510855'],1324865586946510855,3223426134,en,everyone,Twitter Web App,"@SethAbramson @GOPChairwoman The voting machines related to the 6,000 incorrect ballots in MI are made by Dominion.

Biden is up by 40K votes in AZ

Biden is up by 60K votes in Maricopa County

Biden's entire AZ lead and more is in Maricopa

Maricopa is the ONLY county in AZ that uses Dominion.",,1324865333665140738,,,0,0,0,94,Maricopa,,,,0.889,240760644,0,2020-02-16T15:10:10.000Z,,Mr. Gekko,sicilianslice12,,90,477,1,6549,,
12,1229060372105134080,1325107305466245122,2020-11-07T16:11:48.000Z,['1325108700730822656'],1325108700730822656,1283976087576301568,en,everyone,Twitter Web App,"@JordanBPeterman @Peoples_Pundit The voting machines related to the 6,000 incorrect ballots in MI are made by Dominion.

If you take Maricopa out of the equation, Trump is winning

Maricopa is the ONLY county in AZ that uses Dominion",,1324865333665140738,,,0,0,0,94,Maricopa,,,,0.889,240760644,0,2020-02-16T15:10:10.000Z,,Mr. Gekko,sicilianslice12,,90,477,1,6549,,
