,author_id,conversation_id,tweet_created_at,id,in_reply_to_user_id,lang,reply_settings,source,text,geo,retweeted,replied_to,quoted,like_count,quote_count,reply_count,retweet_count,Place,Organization,Person,Other,Probability,user_mentioned,index,user_created_at,description,name,username,location,followers_count,following_count,listed_count,tweet_count,description.mentions,hashtags,sentiment
0,1229060372105134080,1324865785513332738,2020-11-07T00:09:58.000Z,1324866646834606081,1.2360859676661924e+18,en,everyone,Twitter Web App,"@JavoeGator @JonahLandergan The voting machines related to the 6,000 confirmed incorrect ballots in MI are made by Dominion.

Biden is up by 40K votes in AZ

Biden is up by 60K votes in Maricopa County

Biden's entire AZ lead and more is in Maricopa

Maricopa is the ONLY county in AZ that uses Dominion.",,1.32486661401421e+18,,,0,0,1,0,AZ,,,,0.882,1.0925253175063756e+18,0,2020-02-16T15:10:10.000Z,,Mr. Gekko,sicilianslice12,,90,477,1,6549,,,Positive
1,1229060372105134080,1324865385448042496,2020-11-07T00:09:32.000Z,1324866538059558913,1.2707625797749023e+18,en,everyone,Twitter Web App,"@hannahyusuck @saintherons The voting machines related to the 6,000 confirmed incorrect ballots in MI are made by Dominion.

Biden is up by 40K votes in AZ

Biden is up by 60K votes in Maricopa County

Biden's entire AZ lead and more is in Maricopa

Maricopa is the ONLY county in AZ that uses Dominion.",,1.3248664845360128e+18,,,0,0,0,94,Maricopa,,,,0.889,240760644.0,0,2020-02-16T15:10:10.000Z,,Mr. Gekko,sicilianslice12,,90,477,1,6549,,,Positive
2,1229060372105134080,1324903877360152578,2020-11-07T15:08:06.000Z,1325092671032004609,64820964.0,en,everyone,Twitter for iPhone,"@mpinthedesert @PlagerAlan @gatewaypundit @RecorderFontes The voting machines related to the 6,000 confirmed incorrect ballots in MI are made by Dominion.

Biden is up by 40K votes in AZ

Biden is up by 60K votes in Maricopa County

Biden's entire AZ lead and more is in Maricopa

Maricopa is the ONLY county in AZ that uses Dominion.",,1.3248664845360128e+18,,,0,0,0,94,Maricopa,,,,0.889,240760644.0,0,2020-02-16T15:10:10.000Z,,Mr. Gekko,sicilianslice12,,90,477,1,6549,,,Positive
3,1229060372105134080,1324478995782651905,2020-11-07T15:54:13.000Z,1325104276859990017,3223426134.0,en,everyone,Twitter Web App,"@SethAbramson The voting machines related to the 6,000 confirmed incorrect ballots in MI are made by Dominion.

Biden is up by 40K votes in AZ

Biden is up by 60K votes in Maricopa County

Biden's entire AZ lead and more is in Maricopa

Maricopa is the ONLY county in AZ that uses Dominion.",,1.3248664845360128e+18,,,0,0,0,94,Maricopa,,,,0.889,240760644.0,0,2020-02-16T15:10:10.000Z,,Mr. Gekko,sicilianslice12,,90,477,1,6549,,,Positive
4,1229060372105134080,1324866302100508676,2020-11-07T00:08:55.000Z,1324866382966775810,1661961012.0,en,everyone,Twitter Web App,"@FoxFyrePhotos The voting machines related to the 6,000 confirmed incorrect ballots in MI are made by Dominion.

Biden is up by 40K votes in AZ

Biden is up by 60K votes in Maricopa County

Biden's entire AZ lead and more is in Maricopa

Maricopa is the ONLY county in AZ that uses Dominion.",,1.3248663021005087e+18,,,0,0,0,94,Maricopa,,,,0.889,240760644.0,0,2020-02-16T15:10:10.000Z,,Mr. Gekko,sicilianslice12,,90,477,1,6549,,,Positive
5,1229060372105134080,1325092222363054081,2020-11-07T15:07:23.000Z,1325092489234161666,41630474.0,en,everyone,Twitter for iPhone,"@hosesway The voting machines related to the 6,000 confirmed incorrect ballots in MI are made by Dominion.

Biden is up by 40K votes in AZ

Biden is up by 60K votes in Maricopa County

Biden's entire AZ lead and more is in Maricopa

Maricopa is the ONLY county in AZ that uses Dominion.",,1.3248663021005087e+18,,,0,0,0,94,Maricopa,,,,0.889,240760644.0,0,2020-02-16T15:10:10.000Z,,Mr. Gekko,sicilianslice12,,90,477,1,6549,,,Positive
6,1229060372105134080,1324865813325680641,2020-11-07T00:08:40.000Z,1324866319896940544,1.3142133704347443e+18,en,everyone,Twitter Web App,"@bertzbeess The voting machines related to the 6,000 confirmed incorrect ballots in MI are made by Dominion.

Biden is up by 40K votes in AZ

Biden is up by 60K votes in Maricopa County

Biden's entire AZ lead and more is in Maricopa

Maricopa is the ONLY county in AZ that uses Dominion.",,1.3248658133256806e+18,,,0,0,0,94,Maricopa,,,,0.889,240760644.0,0,2020-02-16T15:10:10.000Z,,Mr. Gekko,sicilianslice12,,90,477,1,6549,,,Positive
7,1229060372105134080,1324835859812798465,2020-11-07T00:08:27.000Z,1324866264913899522,20939466.0,en,everyone,Twitter Web App,"@rajesh06 @NateSilver538 The voting machines related to the 6,000 confirmed incorrect ballots in MI are made by Dominion.

Biden is up by 40K votes in AZ

Biden is up by 60K votes in Maricopa County

Biden's entire AZ lead and more is in Maricopa

Maricopa is the ONLY county in AZ that uses Dominion.",,1.3248660110494351e+18,,,0,0,0,94,Maricopa,,,,0.889,240760644.0,0,2020-02-16T15:10:10.000Z,,Mr. Gekko,sicilianslice12,,90,477,1,6549,,,Positive
8,1229060372105134080,1324914269071286273,2020-11-07T03:23:46.000Z,1324915418859855872,3065867565.0,en,everyone,Twitter Web App,"@RealBrianWatt The voting machines related to the 6,000 confirmed incorrect ballots in MI are made by Dominion.

Biden is up by 40K votes in AZ

Biden is up by 60K votes in Maricopa County

Biden's entire AZ lead and more is in Maricopa

Maricopa is the ONLY county in AZ that uses Dominion.",,1.3248660110494351e+18,,,0,0,0,94,Maricopa,,,,0.889,240760644.0,0,2020-02-16T15:10:10.000Z,,Mr. Gekko,sicilianslice12,,90,477,1,6549,,,Positive
9,1229060372105134080,1324954184840515584,2020-11-07T05:58:12.000Z,1324954283708731392,3223426134.0,en,everyone,Twitter Web App,"@SethAbramson The voting machines related to the 6,000 confirmed incorrect ballots in MI are made by Dominion.

Biden is up by 40K votes in AZ

Biden is up by 60K votes in Maricopa County

Biden's entire AZ lead and more is in Maricopa

Maricopa is the ONLY county in AZ that uses Dominion.",,1.3248660110494351e+18,,,0,0,0,94,Maricopa,,,,0.889,240760644.0,0,2020-02-16T15:10:10.000Z,,Mr. Gekko,sicilianslice12,,90,477,1,6549,,,Positive
